name,relative_path,parent_folder,suffix,size_kb,category,inferred_frames,is_csv,is_figure,is_document,sha256
VX_G-LON_x_MO_G-RA_BHW_smooth3_topology.csv,topological_archetype_atlas_v1_0/feature_engineering_bridge_v1_0/tables/VX_G-LON_x_MO_G-RA_BHW_smooth3_topology.csv,topological_archetype_atlas_v1_0/feature_engineering_bridge_v1_0/tables,.csv,70.37,topology_atlas,"G-LON,G-RA",True,False,False,a9c3417a983cf23bf3f3fbaaefe96d0880a687fab519e9c63e6d705e491b0d2c
VX_G-LON_x_MO_G-RA_BHW_smooth5_topology.csv,topological_archetype_atlas_v1_0/feature_engineering_bridge_v1_0/tables/VX_G-LON_x_MO_G-RA_BHW_smooth5_topology.csv,topological_archetype_atlas_v1_0/feature_engineering_bridge_v1_0/tables,.csv,70.89,topology_atlas,"G-LON,G-RA",True,False,False,587ef8f7a5157f517ebce82f17bc84e1b5131d488e0b16ce62c78c2e7447c330
EA_x_JN_G-LON_HS_smooth3_topology.csv,topological_archetype_atlas_v1_0/feature_engineering_bridge_v1_0/tables/EA_x_JN_G-LON_HS_smooth3_topology.csv,topological_archetype_atlas_v1_0/feature_engineering_bridge_v1_0/tables,.csv,68.26,topology_atlas,G-LON,True,False,False,8c66a02927abedb687c658513a338878c63fc509703c3ff29f0eb9356091c3de
VX_G-LON_x_MO_G-RA_GHL_smooth5_topology.csv,topological_archetype_atlas_v1_0/feature_engineering_bridge_v1_0/tables/VX_G-LON_x_MO_G-RA_GHL_smooth5_topology.csv,topological_archetype_atlas_v1_0/feature_engineering_bridge_v1_0/tables,.csv,70.87,topology_atlas,"G-LON,G-RA",True,False,False,f21f89f7c0362d95650431bf6833eb53b9993501711c03a33338405e31142ba6
EA_x_JN_G-AZ_LS_smooth5_topology.csv,topological_archetype_atlas_v1_0/feature_engineering_bridge_v1_0/tables/EA_x_JN_G-AZ_LS_smooth5_topology.csv,topological_archetype_atlas_v1_0/feature_engineering_bridge_v1_0/tables,.csv,68.13,topology_atlas,G-AZ,True,False,False,cfcdab185fee37d02dda271631361ca2f8852259e3ea9258bbfb185b897bbd66
EA_x_JN_G-LON_LS_smooth3_topology.csv,topological_archetype_atlas_v1_0/feature_engineering_bridge_v1_0/tables/EA_x_JN_G-LON_LS_smooth3_topology.csv,topological_archetype_atlas_v1_0/feature_engineering_bridge_v1_0/tables,.csv,68.32,topology_atlas,G-LON,True,False,False,a5d915bac1b4f488cd6a68085a24df8e2209a96f5b30899a6b8fb62cc06d3279
VX_G-LON_x_MO_G-RA_GHL_smooth3_topology.csv,topological_archetype_atlas_v1_0/feature_engineering_bridge_v1_0/tables/VX_G-LON_x_MO_G-RA_GHL_smooth3_topology.csv,topological_archetype_atlas_v1_0/feature_engineering_bridge_v1_0/tables,.csv,70.4,topology_atlas,"G-LON,G-RA",True,False,False,5f05e894303d59c81481801d45e2e1a482e35a7fe9edd22eb0a9221e0aff4890
VX_G-RA_x_MO_G-LON_BHW_smooth3_topology.csv,topological_archetype_atlas_v1_0/feature_engineering_bridge_v1_0/tables/VX_G-RA_x_MO_G-LON_BHW_smooth3_topology.csv,topological_archetype_atlas_v1_0/feature_engineering_bridge_v1_0/tables,.csv,70.37,topology_atlas,"G-LON,G-RA",True,False,False,0161a38c3b2886e51485cd82ce0e53061d0120f184a81867d0d58e1aade7c55f
VX_G-RA_x_MO_G-LON_GHL_smooth5_topology.csv,topological_archetype_atlas_v1_0/feature_engineering_bridge_v1_0/tables/VX_G-RA_x_MO_G-LON_GHL_smooth5_topology.csv,topological_archetype_atlas_v1_0/feature_engineering_bridge_v1_0/tables,.csv,70.9,topology_atlas,"G-LON,G-RA",True,False,False,f841b6fba36cef0aad1ffc5fd6206c93c34445029e0c7b9d084939170365c76d
VX_G-RA_x_MO_G-LON_BHW_smooth5_topology.csv,topological_archetype_atlas_v1_0/feature_engineering_bridge_v1_0/tables/VX_G-RA_x_MO_G-LON_BHW_smooth5_topology.csv,topological_archetype_atlas_v1_0/feature_engineering_bridge_v1_0/tables,.csv,70.9,topology_atlas,"G-LON,G-RA",True,False,False,1a447fb0b5c917ceadba48e124bcda4fb9b0e053cf38fa476b4ae4a7c5abca27
VX_G-RA_x_MO_G-LON_GHL_smooth3_topology.csv,topological_archetype_atlas_v1_0/feature_engineering_bridge_v1_0/tables/VX_G-RA_x_MO_G-LON_GHL_smooth3_topology.csv,topological_archetype_atlas_v1_0/feature_engineering_bridge_v1_0/tables,.csv,70.42,topology_atlas,"G-LON,G-RA",True,False,False,a53784ae13b2158c9ea294e63c1a2124f9358b521a895caddab525c42301afdd
EA_x_JN_G-LON_HS_smooth5_topology.csv,topological_archetype_atlas_v1_0/feature_engineering_bridge_v1_0/tables/EA_x_JN_G-LON_HS_smooth5_topology.csv,topological_archetype_atlas_v1_0/feature_engineering_bridge_v1_0/tables,.csv,68.57,topology_atlas,G-LON,True,False,False,5acd23be87023a1c47ca2af4ecf9f1da206bb953012b28e56105b27a50e8e103
EA_x_JN_G-LON_LS_smooth5_topology.csv,topological_archetype_atlas_v1_0/feature_engineering_bridge_v1_0/tables/EA_x_JN_G-LON_LS_smooth5_topology.csv,topological_archetype_atlas_v1_0/feature_engineering_bridge_v1_0/tables,.csv,68.75,topology_atlas,G-LON,True,False,False,75b92b4b982c53afceb6780c9867935a2f8e24bbbda2d3616c9456ec90cfc588
EA_x_JN_G-RA_HS_smooth3_topology.csv,topological_archetype_atlas_v1_0/feature_engineering_bridge_v1_0/tables/EA_x_JN_G-RA_HS_smooth3_topology.csv,topological_archetype_atlas_v1_0/feature_engineering_bridge_v1_0/tables,.csv,67.87,topology_atlas,G-RA,True,False,False,26d6339d63961d99c12e2cd8e84ac4d908c2dd8ee83569d93259aeec423776c6
EA_x_JN_G-RA_HS_smooth5_topology.csv,topological_archetype_atlas_v1_0/feature_engineering_bridge_v1_0/tables/EA_x_JN_G-RA_HS_smooth5_topology.csv,topological_archetype_atlas_v1_0/feature_engineering_bridge_v1_0/tables,.csv,68.26,topology_atlas,G-RA,True,False,False,7e73700138d148d57c9f87fa453e7f9d197d572af1261432a69fc20928a67d1d
EA_x_JN_G-RA_LS_smooth3_topology.csv,topological_archetype_atlas_v1_0/feature_engineering_bridge_v1_0/tables/EA_x_JN_G-RA_LS_smooth3_topology.csv,topological_archetype_atlas_v1_0/feature_engineering_bridge_v1_0/tables,.csv,67.93,topology_atlas,G-RA,True,False,False,6ff48f61b2a626fa71f14c4dade93fcbc8ee104ddc293350686af3e7ce2d06d6
EA_x_JN_G-RA_LS_smooth5_topology.csv,topological_archetype_atlas_v1_0/feature_engineering_bridge_v1_0/tables/EA_x_JN_G-RA_LS_smooth5_topology.csv,topological_archetype_atlas_v1_0/feature_engineering_bridge_v1_0/tables,.csv,68.33,topology_atlas,G-RA,True,False,False,da2c2cd2be441f2ab34c11095d97ab92e7f7dfe747708cbe25e24fff5115a840
EA_x_JU_G-AZ_HS_smooth3_topology.csv,topological_archetype_atlas_v1_0/feature_engineering_bridge_v1_0/tables/EA_x_JU_G-AZ_HS_smooth3_topology.csv,topological_archetype_atlas_v1_0/feature_engineering_bridge_v1_0/tables,.csv,67.73,topology_atlas,G-AZ,True,False,False,fd7cb5348b65c8cb2131007e86369652bc9e899ee77a00df7648b671e8f0c6a6
