feature_id,source_file,system_pair,origin,origin_frame,target_body,target_frame,same_or_cross,origin_category,coverage_tier,coverage_tier_normalized,coverage_validity_class,analysis_scope_flag,characterization_status,descriptor_candidate_status,analysis_layers_present,outcome_pole_field_count,has_paper1_data,has_phase1p5_data,has_fsa_data,has_hlon_data,has_step2c_data,has_operating_point_data,has_priority_data,has_phase3c_data,has_HS_fields,has_LS_fields,has_BHW_fields,has_GHL_fields,paper1_HS_peak_degree,paper1_LS_peak_degree,paper1_HS_peak_lift,paper1_LS_peak_lift,paper1_HS_support,paper1_LS_support,hlon_HS_peak_degree,hlon_LS_peak_degree,hlon_BHW_peak_degree,hlon_GHL_peak_degree,hlon_HS_peak_lift,hlon_LS_peak_lift,hlon_BHW_peak_lift,hlon_GHL_peak_lift,hlon_HS_support,hlon_LS_support,hlon_BHW_support,hlon_GHL_support,fsa_operational_class,fsa_resolution_mode,fsa_recommended_resolution,fsa_velocity,fsa_drift,step2c_HS_peak_degree,step2c_LS_peak_degree,step2c_HS_peak_lift,step2c_LS_peak_lift,operating_HS_peak_degree,operating_LS_peak_degree,operating_HS_peak_lift,operating_LS_peak_lift,phase3c_origin_class,phase3c_reliable_high,phase3c_reliable_low,is_characterized,is_coverage_clean_for_engine,engine_candidate_pool,engine_candidate_strength,representation_development_pool,representation_development_reason,margin_track_status,primary_modeling_track,descriptor_evidence_only,requires_oof_validation_before_candidate_selection,safe_for_direct_predictive_claim,registry_build_seed,registry_input_sha256,registry_run_timestamp_utc
JU G-AZ x PL G-LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,JU,G-AZ,PL,G-LON,cross,body_origin,Sparse-coverage,Sparse-coverage,quarantine_or_special_handling,in_scope,unanalyzed,not_yet_characterized,0,0,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,False,,margin_BHW_GHL_not_available,not_yet_characterized,True,True,False,20260615,0c4b05f1ff7fbf212dafaa2310b666b9f962f3b9210daa3ae06c27116d85879e,2026-06-18T17:05:40Z
NN G-AZ x SA G-LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,NN,G-AZ,SA,G-LON,cross,body_origin,Tier C,Tier C,coverage_clean_or_rotationally_supported,in_scope,unanalyzed,not_yet_characterized,0,0,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,,False,,margin_BHW_GHL_not_available,not_yet_characterized,True,True,False,20260615,0c4b05f1ff7fbf212dafaa2310b666b9f962f3b9210daa3ae06c27116d85879e,2026-06-18T17:05:40Z
NN G-AZ x UR G-LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,NN,G-AZ,UR,G-LON,cross,body_origin,Sparse-coverage,Sparse-coverage,quarantine_or_special_handling,in_scope,unanalyzed,not_yet_characterized,0,0,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,False,,margin_BHW_GHL_not_available,not_yet_characterized,True,True,False,20260615,0c4b05f1ff7fbf212dafaa2310b666b9f962f3b9210daa3ae06c27116d85879e,2026-06-18T17:05:40Z
NN G-AZ x NE G-LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,NN,G-AZ,NE,G-LON,cross,body_origin,Sparse-coverage,Sparse-coverage,quarantine_or_special_handling,in_scope,unanalyzed,not_yet_characterized,0,0,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,False,,margin_BHW_GHL_not_available,not_yet_characterized,True,True,False,20260615,0c4b05f1ff7fbf212dafaa2310b666b9f962f3b9210daa3ae06c27116d85879e,2026-06-18T17:05:40Z
NN G-AZ x PL G-LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,NN,G-AZ,PL,G-LON,cross,body_origin,Sparse-coverage,Sparse-coverage,quarantine_or_special_handling,in_scope,unanalyzed,not_yet_characterized,0,0,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,False,,margin_BHW_GHL_not_available,not_yet_characterized,True,True,False,20260615,0c4b05f1ff7fbf212dafaa2310b666b9f962f3b9210daa3ae06c27116d85879e,2026-06-18T17:05:40Z
SA G-AZ x UR G-LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,SA,G-AZ,UR,G-LON,cross,body_origin,Sparse-coverage,Sparse-coverage,quarantine_or_special_handling,in_scope,unanalyzed,not_yet_characterized,0,0,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,False,,margin_BHW_GHL_not_available,not_yet_characterized,True,True,False,20260615,0c4b05f1ff7fbf212dafaa2310b666b9f962f3b9210daa3ae06c27116d85879e,2026-06-18T17:05:40Z
SA G-AZ x NE G-LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,SA,G-AZ,NE,G-LON,cross,body_origin,Sparse-coverage,Sparse-coverage,quarantine_or_special_handling,in_scope,unanalyzed,not_yet_characterized,0,0,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,False,,margin_BHW_GHL_not_available,not_yet_characterized,True,True,False,20260615,0c4b05f1ff7fbf212dafaa2310b666b9f962f3b9210daa3ae06c27116d85879e,2026-06-18T17:05:40Z
SA G-AZ x PL G-LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,SA,G-AZ,PL,G-LON,cross,body_origin,Sparse-coverage,Sparse-coverage,quarantine_or_special_handling,in_scope,unanalyzed,not_yet_characterized,0,0,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,False,,margin_BHW_GHL_not_available,not_yet_characterized,True,True,False,20260615,0c4b05f1ff7fbf212dafaa2310b666b9f962f3b9210daa3ae06c27116d85879e,2026-06-18T17:05:40Z
UR G-AZ x NE G-LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,UR,G-AZ,NE,G-LON,cross,body_origin,Sparse-coverage,Sparse-coverage,quarantine_or_special_handling,in_scope,unanalyzed,not_yet_characterized,0,0,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,False,,margin_BHW_GHL_not_available,not_yet_characterized,True,True,False,20260615,0c4b05f1ff7fbf212dafaa2310b666b9f962f3b9210daa3ae06c27116d85879e,2026-06-18T17:05:40Z
UR G-AZ x PL G-LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,UR,G-AZ,PL,G-LON,cross,body_origin,Sparse-coverage,Sparse-coverage,quarantine_or_special_handling,in_scope,unanalyzed,not_yet_characterized,0,0,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,False,,margin_BHW_GHL_not_available,not_yet_characterized,True,True,False,20260615,0c4b05f1ff7fbf212dafaa2310b666b9f962f3b9210daa3ae06c27116d85879e,2026-06-18T17:05:40Z
NE G-AZ x PL G-LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,NE,G-AZ,PL,G-LON,cross,body_origin,Sparse-coverage,Sparse-coverage,quarantine_or_special_handling,in_scope,unanalyzed,not_yet_characterized,0,0,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,False,,margin_BHW_GHL_not_available,not_yet_characterized,True,True,False,20260615,0c4b05f1ff7fbf212dafaa2310b666b9f962f3b9210daa3ae06c27116d85879e,2026-06-18T17:05:40Z
Asc G-AZ x MC G-RA,MLB 2000-no02-2024 Cross-System G-AZ to G-RA.csv,G-AZ x G-RA,Asc,G-AZ,MC,G-RA,cross,angle_origin,,,coverage_unclassified,in_scope,unanalyzed,not_yet_characterized,0,0,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,False,,margin_BHW_GHL_not_available,not_yet_characterized,True,True,False,20260615,0c4b05f1ff7fbf212dafaa2310b666b9f962f3b9210daa3ae06c27116d85879e,2026-06-18T17:05:40Z
Asc G-AZ x VX G-RA,MLB 2000-no02-2024 Cross-System G-AZ to G-RA.csv,G-AZ x G-RA,Asc,G-AZ,VX,G-RA,cross,angle_origin,,,coverage_unclassified,in_scope,unanalyzed,not_yet_characterized,0,0,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,False,,margin_BHW_GHL_not_available,not_yet_characterized,True,True,False,20260615,0c4b05f1ff7fbf212dafaa2310b666b9f962f3b9210daa3ae06c27116d85879e,2026-06-18T17:05:40Z
Asc G-AZ x EA G-RA,MLB 2000-no02-2024 Cross-System G-AZ to G-RA.csv,G-AZ x G-RA,Asc,G-AZ,EA,G-RA,cross,angle_origin,,,coverage_unclassified,in_scope,unanalyzed,not_yet_characterized,0,0,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,False,,margin_BHW_GHL_not_available,not_yet_characterized,True,True,False,20260615,0c4b05f1ff7fbf212dafaa2310b666b9f962f3b9210daa3ae06c27116d85879e,2026-06-18T17:05:40Z
Asc G-AZ x MO G-RA,MLB 2000-no02-2024 Cross-System G-AZ to G-RA.csv,G-AZ x G-RA,Asc,G-AZ,MO,G-RA,cross,angle_origin,Tier A,Tier A,coverage_clean,in_scope,richly_characterized,well_characterized_descriptor_candidate,5,4,True,True,True,False,True,True,False,False,True,True,True,True,323.0,263.0,1.5055371969469098,1.4440330172505669,,,,,,,,,,,,,,,marginal,same-slate,2.0,2.0,13.780763887052444,43.0,101.0,1.1398570424593255,1.1698301279473495,43.0,101.0,1.1398570424593255,1.1698301279473495,,,,True,True,True,A_rich_clean,False,,margin_BHW_GHL_available_but_paused,HS_LS_first_pass_candidate,True,True,False,20260615,0c4b05f1ff7fbf212dafaa2310b666b9f962f3b9210daa3ae06c27116d85879e,2026-06-18T17:05:40Z
Asc G-AZ x ME G-RA,MLB 2000-no02-2024 Cross-System G-AZ to G-RA.csv,G-AZ x G-RA,Asc,G-AZ,ME,G-RA,cross,angle_origin,Constrained-motion,Constrained-motion,quarantine_or_special_handling,in_scope,lightly_characterized,characterized_but_requires_coverage_handling,1,2,True,False,False,False,False,False,False,False,True,True,False,False,243.0,174.0,2.812560999414405,5.276963926020875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,,True,quarantine_or_special_handling,margin_BHW_GHL_not_available,representation_development_not_first_pass,True,True,False,20260615,0c4b05f1ff7fbf212dafaa2310b666b9f962f3b9210daa3ae06c27116d85879e,2026-06-18T17:05:40Z
Asc G-AZ x VE G-RA,MLB 2000-no02-2024 Cross-System G-AZ to G-RA.csv,G-AZ x G-RA,Asc,G-AZ,VE,G-RA,cross,angle_origin,Constrained-motion,Constrained-motion,quarantine_or_special_handling,in_scope,lightly_characterized,characterized_but_requires_coverage_handling,1,2,True,False,False,False,False,False,False,False,True,True,False,False,171.0,220.0,6.250135554254236,10.55392785204175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,,True,quarantine_or_special_handling,margin_BHW_GHL_not_available,representation_development_not_first_pass,True,True,False,20260615,0c4b05f1ff7fbf212dafaa2310b666b9f962f3b9210daa3ae06c27116d85879e,2026-06-18T17:05:40Z
Asc G-AZ x SU G-RA,MLB 2000-no02-2024 Cross-System G-AZ to G-RA.csv,G-AZ x G-RA,Asc,G-AZ,SU,G-RA,cross,angle_origin,Constrained-motion,Constrained-motion,quarantine_or_special_handling,in_scope,lightly_characterized,characterized_but_requires_coverage_handling,1,2,True,False,False,False,False,False,False,False,True,True,False,False,270.0,261.0,2.047447002863751,2.638481963010438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,,True,quarantine_or_special_handling,margin_BHW_GHL_not_available,representation_development_not_first_pass,True,True,False,20260615,0c4b05f1ff7fbf212dafaa2310b666b9f962f3b9210daa3ae06c27116d85879e,2026-06-18T17:05:40Z
Asc G-AZ x MA G-RA,MLB 2000-no02-2024 Cross-System G-AZ to G-RA.csv,G-AZ x G-RA,Asc,G-AZ,MA,G-RA,cross,angle_origin,Tier A,Tier A,coverage_clean,in_scope,lightly_characterized,lightly_characterized_descriptor_candidate,1,2,True,False,False,False,False,False,False,False,True,True,False,False,266.0,173.0,1.4323227311832618,2.0615757877649017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,C_light_clean,False,,margin_BHW_GHL_not_available,HS_LS_first_pass_candidate,True,True,False,20260615,0c4b05f1ff7fbf212dafaa2310b666b9f962f3b9210daa3ae06c27116d85879e,2026-06-18T17:05:40Z
Asc G-AZ x JN G-RA,MLB 2000-no02-2024 Cross-System G-AZ to G-RA.csv,G-AZ x G-RA,Asc,G-AZ,JN,G-RA,cross,angle_origin,Tier A,Tier A,coverage_clean,in_scope,lightly_characterized,lightly_characterized_descriptor_candidate,1,2,True,False,False,False,False,False,False,False,True,True,False,False,216.0,283.0,1.6272131674907335,1.4178250070103875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,C_light_clean,False,,margin_BHW_GHL_not_available,HS_LS_first_pass_candidate,True,True,False,20260615,0c4b05f1ff7fbf212dafaa2310b666b9f962f3b9210daa3ae06c27116d85879e,2026-06-18T17:05:40Z
Asc G-AZ x CE G-RA,MLB 2000-no02-2024 Cross-System G-AZ to G-RA.csv,G-AZ x G-RA,Asc,G-AZ,CE,G-RA,cross,angle_origin,Tier A,Tier A,coverage_clean,in_scope,lightly_characterized,lightly_characterized_descriptor_candidate,1,2,True,False,False,False,False,False,False,False,True,True,False,False,288.0,200.0,1.584468795959846,1.5533045788933564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,C_light_clean,False,,margin_BHW_GHL_not_available,HS_LS_first_pass_candidate,True,True,False,20260615,0c4b05f1ff7fbf212dafaa2310b666b9f962f3b9210daa3ae06c27116d85879e,2026-06-18T17:05:40Z
Asc G-AZ x VS G-RA,MLB 2000-no02-2024 Cross-System G-AZ to G-RA.csv,G-AZ x G-RA,Asc,G-AZ,VS,G-RA,cross,angle_origin,Tier A,Tier A,coverage_clean,in_scope,lightly_characterized,lightly_characterized_descriptor_candidate,1,2,True,False,False,False,False,False,False,False,True,True,False,False,178.0,137.0,1.798637842333353,1.456360913051321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,C_light_clean,False,,margin_BHW_GHL_not_available,HS_LS_first_pass_candidate,True,True,False,20260615,0c4b05f1ff7fbf212dafaa2310b666b9f962f3b9210daa3ae06c27116d85879e,2026-06-18T17:05:40Z
Asc G-AZ x PA G-RA,MLB 2000-no02-2024 Cross-System G-AZ to G-RA.csv,G-AZ x G-RA,Asc,G-AZ,PA,G-RA,cross,angle_origin,Tier A,Tier A,coverage_clean,in_scope,lightly_characterized,lightly_characterized_descriptor_candidate,1,2,True,False,False,False,False,False,False,False,True,True,False,False,58.0,195.0,1.518413827800978,1.671412755929505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,C_light_clean,False,,margin_BHW_GHL_not_available,HS_LS_first_pass_candidate,True,True,False,20260615,0c4b05f1ff7fbf212dafaa2310b666b9f962f3b9210daa3ae06c27116d85879e,2026-06-18T17:05:40Z
Asc G-AZ x JU G-RA,MLB 2000-no02-2024 Cross-System G-AZ to G-RA.csv,G-AZ x G-RA,Asc,G-AZ,JU,G-RA,cross,angle_origin,Tier B,Tier B,coverage_clean_or_rotationally_supported,in_scope,lightly_characterized,lightly_characterized_descriptor_candidate,1,2,True,False,False,False,False,False,False,False,True,True,False,False,297.0,260.0,1.7256414851123154,1.4701736717798262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,C_light_clean,False,,margin_BHW_GHL_not_available,HS_LS_first_pass_candidate,True,True,False,20260615,0c4b05f1ff7fbf212dafaa2310b666b9f962f3b9210daa3ae06c27116d85879e,2026-06-18T17:05:40Z
Asc G-AZ x NN G-RA,MLB 2000-no02-2024 Cross-System G-AZ to G-RA.csv,G-AZ x G-RA,Asc,G-AZ,NN,G-RA,cross,angle_origin,Tier B,Tier B,coverage_clean_or_rotationally_supported,in_scope,lightly_characterized,lightly_characterized_descriptor_candidate,1,2,True,False,False,False,False,False,False,False,True,True,False,False,355.0,109.0,1.6633514980690614,1.757081988098964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,C_light_clean,False,,margin_BHW_GHL_not_available,HS_LS_first_pass_candidate,True,True,False,20260615,0c4b05f1ff7fbf212dafaa2310b666b9f962f3b9210daa3ae06c27116d85879e,2026-06-18T17:05:40Z
Asc G-AZ x SA G-RA,MLB 2000-no02-2024 Cross-System G-AZ to G-RA.csv,G-AZ x G-RA,Asc,G-AZ,SA,G-RA,cross,angle_origin,Tier C,Tier C,coverage_clean_or_rotationally_supported,in_scope,lightly_characterized,lightly_characterized_descriptor_candidate,1,2,True,False,False,False,False,False,False,False,True,True,False,False,300.0,266.0,2.13406881902236,1.704850508435241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,C_light_clean,False,,margin_BHW_GHL_not_available,HS_LS_first_pass_candidate,True,True,False,20260615,0c4b05f1ff7fbf212dafaa2310b666b9f962f3b9210daa3ae06c27116d85879e,2026-06-18T17:05:40Z
Asc G-AZ x UR G-RA,MLB 2000-no02-2024 Cross-System G-AZ to G-RA.csv,G-AZ x G-RA,Asc,G-AZ,UR,G-RA,cross,angle_origin,Sparse-coverage,Sparse-coverage,quarantine_or_special_handling,in_scope,lightly_characterized,characterized_but_requires_coverage_handling,1,2,True,False,False,False,False,False,False,False,True,True,False,False,197.0,193.0,2.432618548616319,5.276963926020875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,,True,quarantine_or_special_handling,margin_BHW_GHL_not_available,representation_development_not_first_pass,True,True,False,20260615,0c4b05f1ff7fbf212dafaa2310b666b9f962f3b9210daa3ae06c27116d85879e,2026-06-18T17:05:40Z
Asc G-AZ x NE G-RA,MLB 2000-no02-2024 Cross-System G-AZ to G-RA.csv,G-AZ x G-RA,Asc,G-AZ,NE,G-RA,cross,angle_origin,Sparse-coverage,Sparse-coverage,quarantine_or_special_handling,in_scope,lightly_characterized,characterized_but_requires_coverage_handling,1,2,True,False,False,False,False,False,False,False,True,True,False,False,187.0,179.0,1.933035509573384,5.276963926020875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,,True,quarantine_or_special_handling,margin_BHW_GHL_not_available,representation_development_not_first_pass,True,True,False,20260615,0c4b05f1ff7fbf212dafaa2310b666b9f962f3b9210daa3ae06c27116d85879e,2026-06-18T17:05:40Z
Asc G-AZ x PL G-RA,MLB 2000-no02-2024 Cross-System G-AZ to G-RA.csv,G-AZ x G-RA,Asc,G-AZ,PL,G-RA,cross,angle_origin,Sparse-coverage,Sparse-coverage,quarantine_or_special_handling,in_scope,lightly_characterized,characterized_but_requires_coverage_handling,1,2,True,False,False,False,False,False,False,False,True,True,False,False,129.0,232.0,1.891139493045916,1.4768445406992423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,,True,quarantine_or_special_handling,margin_BHW_GHL_not_available,representation_development_not_first_pass,True,True,False,20260615,0c4b05f1ff7fbf212dafaa2310b666b9f962f3b9210daa3ae06c27116d85879e,2026-06-18T17:05:40Z
EA G-AZ x Asc G-RA,MLB 2000-no02-2024 Cross-System G-AZ to G-RA.csv,G-AZ x G-RA,EA,G-AZ,Asc,G-RA,cross,angle_origin,,,coverage_unclassified,in_scope,unanalyzed,not_yet_characterized,0,0,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,False,,margin_BHW_GHL_not_available,not_yet_characterized,True,True,False,20260615,0c4b05f1ff7fbf212dafaa2310b666b9f962f3b9210daa3ae06c27116d85879e,2026-06-18T17:05:40Z
EA G-AZ x MC G-RA,MLB 2000-no02-2024 Cross-System G-AZ to G-RA.csv,G-AZ x G-RA,EA,G-AZ,MC,G-RA,cross,angle_origin,,,coverage_unclassified,in_scope,unanalyzed,not_yet_characterized,0,0,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,False,,margin_BHW_GHL_not_available,not_yet_characterized,True,True,False,20260615,0c4b05f1ff7fbf212dafaa2310b666b9f962f3b9210daa3ae06c27116d85879e,2026-06-18T17:05:40Z
EA G-AZ x VX G-RA,MLB 2000-no02-2024 Cross-System G-AZ to G-RA.csv,G-AZ x G-RA,EA,G-AZ,VX,G-RA,cross,angle_origin,,,coverage_unclassified,in_scope,unanalyzed,not_yet_characterized,0,0,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,False,,margin_BHW_GHL_not_available,not_yet_characterized,True,True,False,20260615,0c4b05f1ff7fbf212dafaa2310b666b9f962f3b9210daa3ae06c27116d85879e,2026-06-18T17:05:40Z
EA G-AZ x MO G-RA,MLB 2000-no02-2024 Cross-System G-AZ to G-RA.csv,G-AZ x G-RA,EA,G-AZ,MO,G-RA,cross,angle_origin,Tier A,Tier A,coverage_clean,in_scope,richly_characterized,well_characterized_descriptor_candidate,4,4,True,False,True,False,True,True,False,False,True,True,True,True,344.0,127.0,1.4201800689247783,1.6180270874159357,,,,,,,,,,,,,,,marginal,same-slate,2.0,1.0,13.333333333333334,284.0,359.0,1.1337324171089225,1.1521999911887064,284.0,359.0,1.1337324171089225,1.1521999911887064,,,,True,True,True,A_rich_clean,False,,margin_BHW_GHL_available_but_paused,HS_LS_first_pass_candidate,True,True,False,20260615,0c4b05f1ff7fbf212dafaa2310b666b9f962f3b9210daa3ae06c27116d85879e,2026-06-18T17:05:40Z
EA G-AZ x ME G-RA,MLB 2000-no02-2024 Cross-System G-AZ to G-RA.csv,G-AZ x G-RA,EA,G-AZ,ME,G-RA,cross,angle_origin,Constrained-motion,Constrained-motion,quarantine_or_special_handling,in_scope,lightly_characterized,characterized_but_requires_coverage_handling,1,2,True,False,False,False,False,False,False,False,True,True,False,False,247.0,250.0,5.625121998828812,2.579849030499094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,,True,quarantine_or_special_handling,margin_BHW_GHL_not_available,representation_development_not_first_pass,True,True,False,20260615,0c4b05f1ff7fbf212dafaa2310b666b9f962f3b9210daa3ae06c27116d85879e,2026-06-18T17:05:40Z
EA G-AZ x VE G-RA,MLB 2000-no02-2024 Cross-System G-AZ to G-RA.csv,G-AZ x G-RA,EA,G-AZ,VE,G-RA,cross,angle_origin,Constrained-motion,Constrained-motion,quarantine_or_special_handling,in_scope,lightly_characterized,characterized_but_requires_coverage_handling,1,2,True,False,False,False,False,False,False,False,True,True,False,False,229.0,186.0,7.500162665105082,10.55392785204175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,,True,quarantine_or_special_handling,margin_BHW_GHL_not_available,representation_development_not_first_pass,True,True,False,20260615,0c4b05f1ff7fbf212dafaa2310b666b9f962f3b9210daa3ae06c27116d85879e,2026-06-18T17:05:40Z
EA G-AZ x SU G-RA,MLB 2000-no02-2024 Cross-System G-AZ to G-RA.csv,G-AZ x G-RA,EA,G-AZ,SU,G-RA,cross,angle_origin,Constrained-motion,Constrained-motion,quarantine_or_special_handling,in_scope,lightly_characterized,characterized_but_requires_coverage_handling,1,2,True,False,False,False,False,False,False,False,True,True,False,False,264.0,113.0,5.625121998828812,2.7524403292760744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,,True,quarantine_or_special_handling,margin_BHW_GHL_not_available,representation_development_not_first_pass,True,True,False,20260615,0c4b05f1ff7fbf212dafaa2310b666b9f962f3b9210daa3ae06c27116d85879e,2026-06-18T17:05:40Z
EA G-AZ x MA G-RA,MLB 2000-no02-2024 Cross-System G-AZ to G-RA.csv,G-AZ x G-RA,EA,G-AZ,MA,G-RA,cross,angle_origin,Tier A,Tier A,coverage_clean,in_scope,lightly_characterized,lightly_characterized_descriptor_candidate,1,2,True,False,False,False,False,False,False,False,True,True,False,False,186.0,171.0,1.5543239647422924,1.6088798413560472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,C_light_clean,False,,margin_BHW_GHL_not_available,HS_LS_first_pass_candidate,True,True,False,20260615,0c4b05f1ff7fbf212dafaa2310b666b9f962f3b9210daa3ae06c27116d85879e,2026-06-18T17:05:40Z
EA G-AZ x JN G-RA,MLB 2000-no02-2024 Cross-System G-AZ to G-RA.csv,G-AZ x G-RA,EA,G-AZ,JN,G-RA,cross,angle_origin,Tier A,Tier A,coverage_clean,in_scope,lightly_characterized,lightly_characterized_descriptor_candidate,1,2,True,False,False,False,False,False,False,False,True,True,False,False,216.0,277.0,1.6989433327114611,1.5375971686123486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,C_light_clean,False,,margin_BHW_GHL_not_available,HS_LS_first_pass_candidate,True,True,False,20260615,0c4b05f1ff7fbf212dafaa2310b666b9f962f3b9210daa3ae06c27116d85879e,2026-06-18T17:05:40Z
EA G-AZ x CE G-RA,MLB 2000-no02-2024 Cross-System G-AZ to G-RA.csv,G-AZ x G-RA,EA,G-AZ,CE,G-RA,cross,angle_origin,Tier A,Tier A,coverage_clean,in_scope,lightly_characterized,lightly_characterized_descriptor_candidate,1,2,True,False,False,False,False,False,False,False,True,True,False,False,226.0,205.0,1.523997870250539,1.5505835554241296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,C_light_clean,False,,margin_BHW_GHL_not_available,HS_LS_first_pass_candidate,True,True,False,20260615,0c4b05f1ff7fbf212dafaa2310b666b9f962f3b9210daa3ae06c27116d85879e,2026-06-18T17:05:40Z
EA G-AZ x VS G-RA,MLB 2000-no02-2024 Cross-System G-AZ to G-RA.csv,G-AZ x G-RA,EA,G-AZ,VS,G-RA,cross,angle_origin,Tier A,Tier A,coverage_clean,in_scope,lightly_characterized,lightly_characterized_descriptor_candidate,1,2,True,False,False,False,False,False,False,False,True,True,False,False,192.0,204.0,1.7754785330854337,1.6664096608486971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,C_light_clean,False,,margin_BHW_GHL_not_available,HS_LS_first_pass_candidate,True,True,False,20260615,0c4b05f1ff7fbf212dafaa2310b666b9f962f3b9210daa3ae06c27116d85879e,2026-06-18T17:05:40Z
EA G-AZ x PA G-RA,MLB 2000-no02-2024 Cross-System G-AZ to G-RA.csv,G-AZ x G-RA,EA,G-AZ,PA,G-RA,cross,angle_origin,Tier A,Tier A,coverage_clean,in_scope,lightly_characterized,lightly_characterized_descriptor_candidate,1,2,True,False,False,False,False,False,False,False,True,True,False,False,237.0,216.0,1.5281836915216265,2.296107517810273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,C_light_clean,False,,margin_BHW_GHL_not_available,HS_LS_first_pass_candidate,True,True,False,20260615,0c4b05f1ff7fbf212dafaa2310b666b9f962f3b9210daa3ae06c27116d85879e,2026-06-18T17:05:40Z
